CountryName,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mauritania,MRT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,20.48682976,,,,,,28.70549011,29.50102997,29.95862007,30.61219025,31.75576973,33.50996017,33.30855179,35.37218857,35.94923019,33.52650833,34.51684952,41.20169067,41.11260986,41.66082,42.85267,43.12333,44.43352,45.30733,45.89745,44.96089,,46.06483,44.8113,45.24164,45.06072,45.08912,47.64196,47.05534,47.46215,48.55742,49.39017,49.71302,
Mauritius,MUS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,41.44178009,41.29190826,42.4990387,43.64588928,44.3367691,45.2527504,46.25254822,47.28641129,47.23971176,48.3387413,47.62742996,47.30710983,47.02716064,46.38011169,47.18336105,47.27862167,47.66413879,49.09592056,49.21295929,49.67499161,,,,,,50.35754013,,49.6310997,48.92380142,48.51658,48.7612,49.40053,49.20666,48.98087,48.85273,50.21524,50.2104,50.33306,50.50746,50.55432,50.51472,50.50699,49.99187,49.69812,50.262,50.26755,50.79189,50.41822,
Malawi,MWI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,33.28152847,28.70639038,,28.36709976,28.28878021,28.37652969,28.07329941,29.1735096,30.50048065,29.29644966,30.18951988,31.08947945,31.53968048,32.6525383,33.57500839,34.35758972,35.6186409,35.85155106,36.54179001,37.65777969,,37.48326874,39.51268005,40.37876129,40.3295517,,,41.22647858,42.8145,43.5976,43.60331,,44.57286,44.71307,45.48294,45.22712,45.60602,46.37104,47.28104,47.41079,46.96703,47.23515,47.46204,47.7728,47.0801,48.41682,49.53251,
Malaysia,MYS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,40.96765137,40.70429993,41.70573044,,43.92378998,,,,,47.00561142,47.6199913,48.08195877,48.5282402,48.62007141,48.95233917,49.11196136,48.92901993,49.53630829,49.85229874,50.07019043,50.81095123,50.40216064,50.69255829,50.83024979,51.0617485,51.20513153,,50.75833893,51.22266006,51.00453949,51.16426,51.06428,51.25127,51.94196,51.85262,51.25966,50.88048,50.63983,50.66457,50.58631,50.53035,50.62735,49.74329,50.05383,50.48883,50.63376,50.13648,49.88073,50.48053,
North America,NAC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,36.48376846,36.47254181,38.59059143,40.71905899,42.84132004,44.96453094,47.09051895,49.21147156,49.2309494,49.25487137,49.26231003,49.17972183,49.05031967,48.85840988,48.66093826,48.90354156,48.93247986,48.85329056,48.80141068,48.68996048,49.11843872,48.92356873,48.72293854,48.57474899,49.06158829,48.74956131,49.16835022,49.58795929,49.32735825,49.01089096,49.02362823,48.48289108,48.70233917,49.09970856,49.05099869,48.5336113,48.83639145,48.58658981,49.00423813,48.93205,48.80525,48.89076,48.8569,49.10564,49.13223,48.79735,48.82831,48.82823,
Namibia,NAM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,26.80382919,25.69278908,26.61838913,26.42239952,26.77370071,27.5411396,28.28488922,28.47913933,27.32386971,28.10292053,29.1654892,,,,,,,29.17130089,29.76935959,29.25152016,29.46793938,30.30709076,32.50009155,,,34.15148163,35.31404877,36.59399033,37.96899033,38.69488,38.87423,38.4601,38.91721,38.52775,39.08038,38.77932,38.23432,37.91838,37.75721,40.3476,39.14268,40.05162,40.44244,41.32214,41.48005,42.06672,41.91998,,
Nigeria,NGA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,32.04801178,32.01340103,32.33024979,34.45373917,,,,32.20578003,34.38637924,33.59508133,31.47035027,33.42375183,35.03506851,28.91218948,25.5553894,,41.20037842,43.18040848,,43.38156128,42.87794113,,,,,,,,,46.76644897,44.88451,44.64388,42.46736,,43.63225,44.61305,44.15374,42.75243,44.69478,45.72097,45.83992,45.23625,46.85996,46.81369,46.33311,46.9195,46.57444,,,
Nicaragua,NIC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,47.38338089,46.56610107,47.23659134,48.05070877,49.79027176,50.41519928,,48.12432861,,53.18262863,53.18907166,,53.79092026,54.54811859,58.05242157,67.1787262,64.28462219,63.19411087,63.31917953,61.74291992,,,,,,,,,53.65803909,53.73833847,53.42397,53.48662,53.30003,,52.66507,52.65968,52.57753,52.46663,52.55367,,51.70518,,,,,,,,,
Netherlands,NLD,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,44.79121017,45.36399078,45.82001877,46.09867859,46.29579163,46.76924133,46.84506989,47.10507965,47.36751938,47.4936409,47.69688034,47.88676071,48.0019989,47.98862076,48.23860931,47.80350113,47.7343483,47.27001953,47.26572037,46.97832108,46.9332695,47.15031815,47.69599915,47.1694603,47.54927063,47.45817184,47.84263992,47.97555923,47.77558136,47.87548,48.1272,48.2305,48.55042,48.49824,48.38194,48.39151,48.35792,48.38402,48.40813,48.45676,48.46572,48.33248,,,49.09752,49.09864,49.01601,,
Norway,NOR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,48.56568146,48.55818939,48.61222839,48.78553009,49.18994141,48.87001038,48.99126053,49.38843918,49.6293602,49.51950073,49.95510101,50.21837997,49.7878685,50.27157974,50.14479828,50.04304123,50.05107117,50.1079483,50.22026062,49.89268875,49.68592834,49.23965073,48.26811981,48.17271042,47.55731964,47.46488953,47.8362999,48.90459824,49.36394119,49.37079,49.29543,49.28863,49.27443,49.46234,48.93927,48.53521,48.33833,48.10032,48.02219,48.14485,48.20324,48.135,47.73332,47.67832,47.92183,47.96482,47.60539,,
Nepal,NPL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,16.61664009,13.90172958,14.2364502,14.35653019,17.48139,17.93605995,17.87911034,19.23801994,20.00296974,19.63299942,20.53680038,21.7757206,22.9487896,22.77263069,24.23020935,25.24205971,26.79351997,27.76679993,28.96834946,30.07748985,31.83547974,33.00630188,34.42604065,35.92499161,37.44723892,,,39.6112709,40.06239,40.21477,40.97828,41.86974,,44.71038,45.4649,46.21894,46.87606,46.49695,48.77799,49.44984,50.14842,50.30992,50.44887,50.57863,50.55539,51.2535,,
Nauru,NRU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,51.92308044,51.75,53.72460175,,,,,,,,,,,,50.20746994,,,,,,,,,,,,,,,54.38066,49.21384,53.57766,50.3876,52.3622,50.66667,51.65644,51.37881,51.47059,,,,46.56085,,49.02724,,50.40323,,,
New Zealand,NZL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,48.45886993,48.48086929,48.61880875,48.87656021,49.04949951,49.18796158,49.22771072,49.26174164,,49.47565079,49.42158127,49.5424614,49.83734131,49.6907692,49.6199913,49.79410934,49.60913849,49.6390686,49.55950165,49.56087875,49.42668915,49.40435028,49.033741,49.11035156,49.54159927,48.39241028,50.04273987,49.98995972,50.28516006,50.14339828,50.32486,,51.58119,51.34285,50.30095,50.2161,49.82903,49.30148,49.82927,49.40567,49.85211,49.99351,50.02991,50.20334,50.1406,50.07354,50.23203,50.36605,,
OECD members,OED,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,43.50128937,43.82091141,43.8944397,44.65073013,45.26911926,46.06449127,46.6724205,47.44908142,48.12625122,48.12665176,48.27349091,48.57202911,48.49192047,48.55894089,48.53240967,48.45018005,48.61943817,48.69046021,48.6287117,48.57527924,48.56272888,48.68169022,48.64085007,48.58832169,48.48160934,48.60836029,48.57439041,48.65372086,48.77442169,48.69221115,48.6648407,48.64289093,48.48014069,48.58945084,48.76774979,48.83736038,48.68146133,48.77270889,48.77558899,48.8742485,48.80663,48.73383,48.79724,48.89167,48.95586,48.96498,48.89987,48.81583,48.8168,
Oman,OMN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,20.61856079,18.85441971,21.1618309,16.46120071,19.50367928,18.0981102,20.03750038,22.43279076,24.18931961,26.92923927,26.65744972,28.65273094,30.85618019,33.07049942,35.15098953,37.36354828,39.6986618,41.31990051,43.89910126,45.4454689,46.39411163,46.85612106,47.35953903,47.76710892,48.28575134,48.58087158,49.14356995,49.09682,48.91747,48.62301,48.09704,,47.68576,47.77218,47.7908,48.02999,48.00292,,48.64468,48.52416,48.96863,,48.82363,48.20415,48.76796,48.60193,
Other small states,OSS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,46.96144867,46.77766037,46.61447906,46.82754898,47.05960083,47.14757156,47.53044891,47.7329483,47.89041901,47.97729111,48.33641052,48.20082855,48.03424835,47.99082184,47.85689926,48.09906006,48.21477127,48.43365097,48.64859009,48.9103508,49.17465973,49.35597992,49.49856186,49.47753906,49.68048096,49.44855881,49.621521,49.47571182,49.44268036,49.10406113,49.06554031,49.02193069,49.06303024,49.04647064,48.81058121,48.89685059,49.22473907,49.27988052,49.51842117,49.65369034,49.68902,49.64311,49.64161,49.5858,49.61774,49.6271,49.68293,49.78914,49.76112,
Pakistan,PAK,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,19.90237999,20.74226952,22.26659966,22.57933044,23.56941032,23.33493042,23.91378021,24.17136002,26.12615013,25.69586945,25.76511002,25.85898972,24.93346977,24.99770927,25.54092979,27.05282974,27.52043915,27.98022079,28.27185059,28.25527,31.06957054,32.12149048,,,,,,,,,,,,,,42.3496,41.79916,41.77509,42.76988,42.02789,41.31563,40.66601,40.47632,42.30656,42.31326,42.8194,42.83845,44.03609,
Panama,PAN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,51.9957695,51.90737152,51.46606064,51.08327866,51.87144089,51.69506073,51.33953857,51.61925125,51.73157883,51.81584167,52.15533066,52.14616013,52.09077835,52.18571854,52.09545898,51.88689041,52.05966949,51.76449966,51.60071182,51.26076889,50.85884094,,,,,,,,,50.77857971,50.54686,50.75155,50.66832,,50.7948,50.763,51.03583,50.81897,50.94992,50.98523,50.63763,50.94911,,50.68446,50.92779,50.42111,49.78045,50.45662,,
Peru,PER,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,42.83856964,50.99752045,50.32616043,,44.25130081,70.44950867,75.06330872,46.32437897,45.90803146,46.51850891,45.49794006,46.13238144,46.26993179,,,46.76081848,,,,,,47.62997055,,,,47.63208008,,,47.88806915,47.73733139,47.51093,47.53207,47.50453,47.73771,48.68798,48.61715,48.88078,48.89008,48.99066,48.69097,48.86889,48.80347,48.26522,48.59585,48.6534,48.77564,48.74217,48.77511,48.8549,
Philippines,PHL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,53.24568176,51.2065506,51.20774078,50.63945007,50.63999176,50.04571915,49.85564041,48.7299881,48.72998047,49.85139084,,,,,,,,51.30944061,51.2776413,,51.32761,51.4491,51.48035,51.56223,51.72559,51.64852,51.38601,51.1194,50.87626,,,,,50.58583,50.35619,50.51536,50.82828,,
Palau,PLW,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.69086075,47.92215,,,,50.37396,,,,,,,,,49.04306,49.50125,,,,,
Papua New Guinea,PNG,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,26.56269073,,,,30.29441071,28.34190941,28.17877007,28.21069908,,,,,,,35.22455978,,35.5631485,34.50648117,34.96234131,36.00967026,37.98577118,38.56742096,38.52376938,39.13217163,39.40325928,39.18027878,,,40.08594894,,,,,,,,,,,,,,41.46155,,,,40.67178,,,
Poland,POL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,50.07585144,49.8960495,49.70040131,,,,,,,,,,,,,,,50.00915146,49.97726059,49.7999115,49.73514175,48.94110107,48.89125061,49.00534058,48.926651,48.83531189,48.88928986,48.67098999,48.44445,48.27323,48.10274,47.83269,49.11703,48.63167,48.43411,48.49664,48.6172,48.65051,48.57861,48.53693,48.49968,47.88559,47.85073,47.90157,48.00351,48.07058,,
Pre-demographic dividend,PRE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,33.70304108,33.560009,33.51755142,33.85968018,33.97262955,33.61830139,33.51567078,33.50939941,33.72919083,33.56333923,33.48886108,34.24797058,35.27293015,33.87289047,32.98410034,35.73521042,38.2349205,39.13595963,39.41312027,39.56645966,39.60736084,39.84775162,39.99277115,40.0177803,39.6940918,40.69388962,40.8230896,40.9397583,40.97489929,41.22966003,40.89144897,40.87680817,40.75986099,41.72597122,41.33034134,41.87562943,41.68447876,41.34148026,42.04938126,42.46789169,42.75175,42.95532,43.60058,44.04373,43.87272,44.31603,44.32239,44.47534,44.62379,
Puerto Rico,PRI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96613,50.45483,49.73072,50.32391,49.76063,49.60632,49.44007,49.52521,,,
"Korea, Dem. People’s Rep.",PRK,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.14544,,,,
Portugal,PRT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,43.43769836,44.56026077,45.05669022,46.15185165,48.10031891,48.63072968,49.46466064,49.9840889,53.24900055,41.51528168,,,,,,52.66334152,,52.46326065,,49.34189987,52.90618896,,52.39876938,51.21712112,50.9256897,51.16456985,,50.85351944,50.92848969,50.55228,50.29391,50.09403,51.03984,51.36655,51.23034,51.0161,50.65291,50.24989,49.87914,49.51699,49.31579,49.11465,48.96104,48.84112,48.64942,48.60962,48.63717,,
Paraguay,PRY,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,49.86463928,50.61585999,49.97602081,49.94905853,,49.53728104,49.46834946,49.10480118,49.18122101,,,,,,,,48.86257172,48.82612991,48.83943176,50.45486069,50.15634918,50.55596161,,50.61930847,50.37482834,50.8963089,50.60155869,50.57738113,50.4528389,50.18320084,50.06445,49.78381,49.59802,49.56771,49.69268,49.86105,50.08076,50.12488,50.28487,50.3274,50.40634,50.44037,50.6126,,,,50.3607,,,
West Bank and Gaza,PSE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2041893,48.46770859,48.91143036,,49.55772018,50.11647,50.57152,50.286,50.18156,50.05084,50.10711,50.34781,50.47762,50.67256,50.63151,50.89038,51.42008,51.25574,51.26527,51.31777,51.31811,51.36573,51.2936,51.44826,
Pacific island small states,PSS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,45.93157959,46.50835037,46.82608032,47.22657013,47.76910019,48.2129097,48.44588852,48.68547821,48.76956177,48.78615189,48.52481842,48.43634033,48.50226974,48.63203812,48.4199295,48.52412033,48.46817017,48.52545166,48.35794067,48.11262894,47.99303818,47.87712097,48.46606827,48.50601959,48.76815033,48.71152878,48.82384109,48.88016129,49.07168961,49.52732086,49.93645096,49.30210114,49.27352905,49.13367081,49.08166122,49.18175888,49.35995102,49.03593063,49.13714981,49.72251129,49.34517,49.34102,49.73354,49.72848,,,,,,
Post-demographic dividend,PST,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,44.2457695,44.50421906,44.52177811,45.2521286,45.85676956,46.69361877,47.38991165,48.06241989,48.73453903,48.78125,48.92588043,49.12266159,49.03303909,49.11962891,49.06610107,49.04207993,49.16717911,49.23228073,49.16976166,49.1019783,49.07648087,49.21800995,49.22785187,49.1523819,48.96976852,49.13454819,49.07590103,49.17631912,49.28186035,49.17512131,48.99721909,48.97714996,48.78293991,48.83246994,48.8707695,48.74052811,48.60673141,48.68650055,48.57210159,48.62334824,48.56368,48.49676,48.51415,48.65181,48.72777,48.70785,48.58696,48.57116,48.56998,
French Polynesia,PYF,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,32.0879097,33.99557877,36.39796066,41.15616989,42.6833992,47.76931,45.99401093,46.94393921,47.29301071,49.0529213,48.29885101,48.3214798,48.7012291,49.41601944,49.9308815,50.10189056,52.6554985,49.89883041,50.08065033,50.60136032,50.15816879,49.97750854,49.59300995,49.12377167,48.95442963,48.72259903,,49.44388962,49.42459106,49.10889,50.09269,49.71249,49.45074,48.85549,49.39054,49.16733,49.61381,48.87265,48.8736,49.05983,48.80694,49.02851,48.99248,48.0501,48.35456,48.97044,49.03437,48.94687,
Romania,ROU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,47.46865845,47.27230072,47.46643829,47.55519104,,,,,,,,,,,,,,,48.08499146,48.11674118,48.6198082,48.90843964,48.73088074,49.40187836,49.48543167,49.30089951,48.88816071,49.23746109,49.34371948,49.37298,49.34325,49.39218,49.38993,49.28158,49.23226,49.03101,48.71036,48.59491,48.62034,48.45893,48.34374,48.36893,48.26468,48.43397,48.54449,48.4972,,,
Russian Federation,RUS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.71057129,,,,,,,,,48.91708,48.79404,48.65078,48.48776,48.37511,48.19977,48.34301,,48.28941,48.28582,48.36396,48.23819,48.23725,48.39002,48.21455,,
Rwanda,RWA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,49.68732071,,,,,52.3324585,52.55825043,51.36175156,50.4120903,44.99002838,44.55553818,44.98011017,44.20291901,43.89014816,44.2163887,44.49888992,44.65589905,44.88045883,45.33792114,45.44757843,45.61127853,45.34986877,,,,,,,50.79302979,49.10816,50.22421,50.12557,47.48511,47.65931,47.21235,47.8135,47.63393,47.84645,49.09586,50.67378,51.53482,52.21671,52.12076,52.49162,52.22141,52.53965,53.10014,53.156,
South Asia,SAS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,27.91820908,27.94613075,28.34013939,28.74048996,29.16902924,29.61610985,29.74749947,29.80566025,30.04494095,30.35083008,30.72378922,31.05983925,31.17428017,33.27619171,32.18331909,32.56013107,33.26736832,33.53054047,34.04124069,34.56396103,35.02790833,35.68787003,36.2660408,36.86621857,37.52104187,37.75358963,38.14046097,38.95087051,39.74454117,40.47148895,40.79576874,41.14868927,41.94100952,43.47914124,43.2118187,43.69514084,43.89353943,44.36851883,44.92834854,45.6724205,45.8277,46.1543,46.23951,47.25645,47.49713,47.49095,47.57811,47.54081,47.60807,
Saudi Arabia,SAU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,35.94149017,,,,,,,,,,,,,,,,,,,,,,,,,,48.0026,,,,46.42811,,,,44.50561,42.92494,,,,,
Sudan,SDN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.31217,48.45863,47.2497,47.47584,47.5918,48.30221,47.15795,46.76077,45.8539,45.80995,47.16165,47.10168,47.95701,47.03162,49.02261,48.88794,49.74245,,
Senegal,SEN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,28.49279022,29.08362007,,,,,,31.58513069,32.18334961,32.45399094,32.74654007,33.68875122,33.06985092,32.76124954,33.03647995,32.94281006,,33.39825821,33.02986145,33.50593185,,34.557621,,,,37.46659088,37.33821869,38.02865982,38.95912933,39.24511,39.51821,39.92422,,41.62121,42.45662,42.81902,,43.8819,,46.29692,47.52921,48.20204,48.92414,49.61256,,,51.75372,51.87243,
Singapore,SGP,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,47.60866928,48.06991959,,,49.1831398,49.07178879,48.51456833,49.45463943,49.77972031,50.3628006,48.92124939,48.53665924,47.97729111,47.95689011,48.30976105,47.8152504,47.67399979,47.21031952,46.77751923,46.70647812,46.70817184,46.56404877,46.39664078,46.77148819,47.93869019,51.46384048,,,,,,,,,,,,48.19388,48.1743,48.17783,,,,,,,48.50495,48.58072,,
Solomon Islands,SLB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,25.57143021,27.03487968,,,,24.97517014,,,,,,,,,,,37.53590012,,,,36.6926918,35.65927887,36.63365936,36.1583519,37.63922882,,,,,41.05332947,42.11577,42.9915,42.88018,,,43.49624,43.46176,43.51676,,,44.53231,45.86781,46.74268,,,,,,,
Sierra Leone,SLE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,28.18795967,28.96670914,29.77242088,30.53969955,30.93750954,31.67914963,31.79937935,32.11933136,,,,,,32.83282852,32.80952835,,,34.23001099,33.87818909,34.71776962,36.75078964,,,,,,,,,,41.59687,,,,,,,,,,42.90878,46.25499,46.67211,,46.74976,48.00626,49.08339,,
El Salvador,SLV,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,46.82640839,44.15073013,44.16193008,44.10469055,44.6242981,45.31528091,46.01826096,45.73514175,46.22829056,46.39805984,47.10509109,,,50.27828979,51.22146988,,,,52.67625046,50.74393845,,52.84566116,51.7410202,51.50672913,,,,,49.14442825,48.79113007,49.18175,49.51202,49.55736,49.87237,49.88392,49.99103,50.31877,50.31314,50.07538,49.75101,49.55165,49.31878,49.32373,49.5877,49.7509,49.71839,49.49582,49.34364,,
San Marino,SMR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,46.83684921,46.05263138,45.99816132,46.36771011,47.45613861,47.48141861,47.25635147,45.98841858,47.03424835,47.71987152,48.64643097,45.56869125,44.7228508,45.97156143,47.46031952,47.83654022,48.69067001,48.4672699,48.2816391,48.75415039,52.1150589,49.3091507,48.40380096,47.53673172,,47.78982162,48.4899292,,,49.2915,,,,,,,,49.07782,48.73141,48.24336,47.88851,48.06813,,,,,,44.46461,
Somalia,SOM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,18.99858093,18.67584038,19.23311996,20.04717064,,23.74987984,22.3020401,23.3429203,23.74566078,25.8692894,32.7086792,33.64118958,34.35794067,35.75883865,35.61814117,35.47941971,,,,,,,,,,,,,,,,,,,,,31.47281,,,,,,,,,,,,
Serbia,SRB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.19363022,49.37918,49.29851,49.52409,49.73577,49.60574,49.54629,49.67157,49.4415,49.40259,49.36439,49.2475,49.10912,49.19195,49.18437,49.07399,48.91535,48.89012,48.78548,48.84442,
Sub-Saharan Africa (excluding high income),SSA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,40.6248703,40.54512024,40.46083069,40.63420105,40.61497116,40.25371933,39.97885132,39.75875092,39.74327087,39.3788414,39.03775024,39.17721176,39.38676071,37.94950104,37.08531189,39.19794846,41.38243866,42.11901093,42.2791214,42.53052139,42.93394089,43.25651169,43.57318115,43.75431824,43.81388092,44.37842941,44.58037949,44.69371033,44.69844818,44.74784851,44.29344177,44.12620163,43.51176071,43.71353149,43.61817932,43.81980133,43.76847076,43.5018692,44.09875107,44.48064041,44.81332,44.98964,45.55783,45.93645,45.9443,46.08228,46.27246,46.40833,46.51831,
South Sudan,SSD,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.47786,,,,34.49112,,,,
Sub-Saharan Africa,SSF,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,40.63132858,40.55213928,40.46733093,40.64144897,40.62244034,40.26245117,39.98572922,39.76631165,39.75112152,39.38674927,39.04579163,39.18542099,39.39561844,37.95779037,37.09328842,39.20386887,41.38660049,42.12205887,42.28223038,42.53382111,42.93709946,43.25949097,43.57624054,43.75735855,43.8168602,44.38055038,44.5825386,44.69554901,44.70000839,44.75009155,44.29587173,44.12813187,43.51379013,43.71545029,43.62007141,43.82144928,43.76985931,43.5033989,44.10007095,44.4817009,44.81407,44.99027,45.55822,45.93708,45.94482,46.08285,46.27311,46.40897,46.5188,
Small states,SST,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,48.76253891,48.71548843,48.65205002,48.88354874,48.99143982,49.50838089,49.69515991,49.52415085,49.58158112,49.63953018,49.94324112,49.77590179,49.60628128,49.44527054,49.25143814,49.38375092,49.62223053,49.50347137,49.63064957,49.86341095,49.86373138,49.85652161,49.95576096,49.92758942,50.04719925,49.88251114,50.02270889,49.95431137,49.86417007,49.64606857,49.67982864,49.56492996,49.64125824,49.52241135,49.28862,49.38338852,49.62281036,49.6244812,49.80413055,49.83362961,49.98378,49.94128,49.95831,49.90199,49.92218,49.87941,49.88498,49.97588,49.91619,
Sao Tome and Principe,STP,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,41.52186966,45.18674088,,,,,46.22616959,,,,,,,,,,,47.34965897,,,,,,,,,,,,,,,53.47253,50.49171,51.13089,,51.21707,51.13876,52.2517,50.05447,52.92831,52.61361,52.0536,51.90344,52.15839,52.78065,53.13623,,
Suriname,SUR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,54.39073944,54.90766907,56.48551178,54.86777115,55.7700119,54.6547699,51.71953964,52.4515686,52.15581894,,,,,,,53.37231064,54.0191803,54.96266174,54.03818893,54.79587936,53.01689148,53.31644821,53.30157089,,,,,,,,53.09022,57.22671,,,55.77066,56.30177,56.55129,55.53247,54.43764,55.11323,56.3162,56.19643,55.97306,56.278,55.17991,,,,
Slovak Republic,SVK,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.91096115,49.86706924,50.15016174,49.7442894,49.65108109,49.46736145,49.50542068,49.40715,49.26615,49.18753,49.129,49.25146,49.15409,49.12329,49.0842,49.10107,49.12395,49.04959,48.92363,48.88042,49.16482,49.02453,48.99434,48.99423,49.03208,,
